cells,sc3-Initial,Monocle-Initial,Seurat-Initial,Consensus-Initial,sc3-33,Monocle-33,Seurat-33,Consensus-33,sc3-66,Monocle-66,Seurat-66,Consensus-66,sc3-90,Monocle-90,Seurat-90,Consensus-90,sc3-Final,Monocle-Final,Seurat-Final,Consensus-Final
Evan_MC_C1_cell438843,49,3,32,14,57,33,15,16,57,33,15,20,57,33,15,23,16,3,6,19
Evan_MC_C1_cell439128,17,4,4,56,40,8,10,12,40,8,10,7,39,8,10,13,17,4,4,53
Evan_MC_C1_cell439478,31,3,7,1,21,16,11,5,21,16,11,6,21,16,11,4,10,3,7,1
Evan_MC_C1_cell439744,49,19,6,2,57,7,23,-1,57,7,23,-1,57,7,2,-1,16,6,6,45
Evan_MC_C1_cell440007,6,35,1,10,57,30,9,11,57,30,9,17,57,30,9,18,4,14,1,4
Evan_MC_C1_cell440038,49,19,32,-1,21,16,11,5,21,16,11,6,21,16,11,4,16,6,6,45
Evan_MC_C1_cell440213,63,31,12,-1,18,24,4,90,17,4,4,81,17,4,4,67,63,31,12,-1
Evan_MC_C1_cell440717,24,17,5,85,6,35,1,73,5,14,1,3,4,14,1,5,20,1,5,20
Evan_MC_C1_cell440805,52,7,14,52,12,15,3,36,1,15,3,52,1,15,3,55,52,7,14,40
Evan_MC_C1_cell440848,12,35,1,10,12,15,3,36,1,15,3,52,1,15,3,55,1,14,1,-1
Evan_MC_C1_cell440921,78,27,1,27,49,3,6,2,49,3,6,2,49,3,6,1,4,14,1,4
Evan_MC_C1_cell441112,53,10,22,-1,20,1,5,105,20,1,5,98,20,1,5,87,53,6,22,-1
Evan_MC_C1_cell441291,40,8,10,15,12,15,3,36,1,15,3,52,1,15,3,55,39,8,10,52
Evan_MC_C1_cell441886,20,1,5,13,79,9,2,34,79,9,2,33,79,9,2,38,20,1,5,20
Evan_MC_C1_cell441940,64,29,17,-1,72,36,21,-1,72,36,21,-1,72,36,21,-1,64,29,17,-1
Evan_MC_C1_cell442010,17,4,4,56,78,35,1,-1,78,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_C1_cell442032,19,28,4,108,79,9,2,34,79,9,2,33,79,9,2,38,17,4,4,53
Evan_MC_C1_cell442157,70,32,22,-1,19,24,4,107,17,4,4,81,17,4,4,67,68,32,22,-1
Evan_MC_C1_cell442424,75,25,16,-1,24,4,4,72,24,4,4,-1,24,4,4,-1,75,25,16,-1
Evan_MC_C1_cell442806,63,22,12,20,49,10,6,2,49,10,6,2,49,6,6,1,63,22,12,17
Evan_MC_C1_cell442900,78,27,1,27,49,19,6,2,49,19,6,2,49,6,6,1,4,14,1,4
Evan_MC_C1_cell442914,53,30,9,9,79,9,2,34,79,9,2,33,79,9,2,38,53,21,9,6
Evan_MC_C1_cell443260,79,9,2,60,6,14,1,73,5,14,1,3,4,14,1,5,51,9,2,46
Evan_MC_C1_cell443973,79,9,34,-1,62,8,10,12,62,8,10,7,39,8,10,13,51,9,2,46
Evan_MC_C1_cell444008,12,15,3,142,18,24,4,90,17,4,4,81,17,4,4,67,1,15,3,50
Evan_MC_C1_cell444023,21,21,11,-1,53,3,32,-1,53,3,32,-1,53,3,32,-1,21,21,11,-1
Evan_MC_C1_cell444038,79,34,2,60,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_C1_cell444629,63,22,12,20,6,20,1,73,5,14,1,3,4,14,1,5,63,22,12,17
Evan_MC_C1_cell444771,12,26,3,142,63,22,12,17,63,22,12,18,63,22,12,19,1,15,3,50
Evan_MC_C1_cell444775,49,8,10,15,79,9,23,34,79,9,23,33,79,9,2,38,16,8,10,-1
Evan_MC_C1_cell444826,52,7,14,52,78,27,1,4,78,14,1,3,4,14,1,5,52,7,14,40
Evan_MC_C1_cell445040,31,3,7,1,73,13,8,64,73,13,8,63,73,13,8,53,10,3,7,1
Evan_MC_C1_cell445903,49,19,33,-1,17,4,4,72,17,4,4,81,17,4,4,67,16,6,6,45
Evan_MC_C1_cell446092,62,8,10,15,54,30,9,32,54,30,9,31,54,30,9,28,39,8,10,52
Evan_MC_C1_cell446193,79,11,2,55,4,14,1,-1,4,14,1,3,4,14,1,5,51,9,2,46
Evan_MC_C1_cell446201,68,31,13,19,62,8,10,12,62,8,10,7,39,8,10,13,68,31,13,11
Evan_MC_C1_cell446340,49,6,7,-1,79,9,2,34,79,9,2,33,79,9,2,38,16,6,7,-1
Evan_MC_C1_cell446386,63,22,12,20,73,13,8,64,73,13,8,63,73,13,8,53,63,22,12,17
Evan_MC_C1_cell446436,5,20,1,16,78,22,18,-1,78,22,18,-1,4,22,18,-1,4,14,1,4
Evan_MC_C1_cell446487,8,27,1,-1,24,17,5,9,24,17,5,9,24,17,5,10,4,14,1,4
Evan_MC_C1_cell446720,64,29,17,-1,69,32,19,-1,69,32,19,-1,69,32,19,-1,64,29,17,-1
Evan_MC_C1_cell447024,19,28,4,108,79,9,2,34,79,9,2,33,79,9,2,38,17,4,4,53
Evan_MC_C1_cell447173,54,30,9,9,62,18,11,-1,62,18,11,-1,39,18,11,-1,53,21,9,6
Evan_MC_C1_cell447194,73,13,8,54,19,4,4,107,17,4,4,81,17,4,4,67,73,13,8,30
Evan_MC_C1_cell447574,78,1,18,-1,17,4,4,72,17,4,4,81,17,4,4,67,4,1,18,-1
Evan_MC_C1_cell447771,75,13,8,-1,27,1,5,-1,27,1,5,-1,27,1,5,-1,75,13,8,-1
Evan_MC_C1_cell447850,53,30,9,9,20,1,5,105,20,1,5,98,20,1,5,87,53,21,9,6
Evan_MC_C1_cell447974,79,34,2,60,40,8,10,12,40,8,10,7,39,8,10,13,51,9,2,46
Evan_MC_C1_cell448012,53,30,21,-1,49,10,29,-1,49,10,29,-1,49,6,29,-1,53,21,21,-1
Evan_MC_C1_cell448213,53,3,6,-1,79,9,2,34,79,9,2,33,79,9,2,38,53,3,6,-1
Evan_MC_C1_cell448389,79,34,2,60,53,30,9,11,53,30,9,17,53,30,9,18,51,9,2,46
Evan_MC_C1_cell449070,49,19,6,2,54,18,11,-1,54,18,11,-1,54,18,11,-1,16,6,6,45
Evan_MC_C1_cell449071,68,31,13,19,71,32,19,-1,71,32,19,-1,71,32,19,-1,68,31,13,11
Evan_MC_C1_cell449125,79,9,2,60,72,36,28,-1,72,36,28,-1,72,36,28,-1,51,9,2,46
Evan_MC_C1_cell449144,62,7,10,-1,17,4,4,72,17,4,4,81,17,4,4,67,39,7,10,52
Evan_MC_C1_cell449476,63,22,12,20,8,27,1,4,8,14,1,3,4,14,1,5,63,22,12,17
Evan_MC_C1_cell449485,24,17,5,85,17,4,4,72,17,4,4,81,17,4,4,67,20,1,5,20
Evan_MC_C1_cell449600,31,13,7,1,74,36,28,-1,74,36,28,-1,74,36,28,-1,10,13,7,1
Evan_MC_C1_cell449892,49,10,6,2,78,20,1,-1,78,14,1,3,4,14,1,5,16,6,6,45
Evan_MC_C1_cell450006,4,27,1,-1,12,15,3,36,1,15,3,52,1,15,3,55,4,14,1,4
Evan_MC_C1_cell450419,49,3,6,14,40,8,10,12,40,8,10,7,39,8,10,13,16,3,6,19
Evan_MC_C1_cell450653,31,7,14,52,53,30,9,11,53,30,9,17,53,30,9,18,10,7,14,-1
Evan_MC_C1_cell450767,5,27,1,-1,49,3,7,-1,49,3,7,-1,49,3,7,-1,4,14,1,4
Evan_MC_C1_cell450780,31,3,7,1,49,10,6,2,49,10,6,2,49,6,6,1,10,3,7,1
Evan_MC_C1_cell451012,78,27,1,27,24,17,5,9,24,17,5,9,24,17,5,10,4,14,1,4
Evan_MC_C1_cell451155,75,13,8,-1,54,30,9,32,54,30,9,31,54,30,9,28,75,13,8,-1
Evan_MC_C1_cell451301,49,3,29,14,25,16,11,5,25,16,11,6,25,16,11,4,16,3,6,19
Evan_MC_C1_cell451346,62,8,10,15,12,15,3,36,1,15,3,52,1,15,3,55,39,8,10,52
Evan_MC_C1_cell451442,19,28,4,108,49,19,6,2,49,19,6,2,49,6,6,1,17,4,4,53
Evan_MC_C1_cell451647,19,28,4,108,4,27,1,4,4,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_C1_cell451677,31,6,7,1,19,28,4,107,17,4,4,81,17,4,4,67,10,6,7,1
Evan_MC_C1_cell451696,69,32,19,-1,5,20,1,57,5,14,1,3,4,14,1,5,50,32,19,-1
Evan_MC_C1_cell451778,62,8,10,15,72,36,28,-1,72,36,28,-1,72,36,28,-1,39,8,10,52
Evan_MC_C1_cell451846,31,3,7,1,79,9,2,34,79,9,2,33,79,9,2,38,10,3,7,1
Evan_MC_C1_cell451946,53,19,6,-1,39,6,10,-1,39,6,10,-1,39,6,10,-1,53,6,6,45
Evan_MC_C1_cell452011,20,17,5,-1,54,18,11,-1,54,18,11,-1,54,18,11,-1,20,1,5,20
Evan_MC_C1_cell452043,73,13,8,54,18,24,4,90,17,4,4,81,17,4,4,67,73,13,8,30
Evan_MC_C1_cell452220,24,17,5,85,25,24,4,-1,25,4,4,-1,25,4,4,-1,20,1,5,20
Evan_MC_C1_cell452224,19,24,4,108,40,6,10,-1,40,6,10,-1,39,6,10,-1,17,4,4,53
Evan_MC_C1_cell452332,78,27,1,27,5,20,1,57,5,14,1,3,4,14,1,5,4,14,1,4
Evan_MC_C1_cell452484,6,14,1,24,49,3,6,2,49,3,6,2,49,3,6,1,4,14,1,4
Evan_MC_C1_cell452500,49,3,33,14,6,14,1,73,5,14,1,3,4,14,1,5,16,3,6,19
Evan_MC_C1_cell452712,31,3,7,1,79,9,2,34,79,9,2,33,79,9,2,38,10,3,7,1
Evan_MC_C1_cell452760,18,24,4,67,25,17,5,9,25,17,5,9,25,17,5,10,17,4,4,53
Evan_MC_C1_cell453171,49,19,6,2,72,36,21,-1,72,36,21,-1,72,36,21,-1,16,6,6,45
Evan_MC_C1_cell453292,49,6,6,-1,30,17,18,-1,30,17,18,-1,30,17,18,-1,16,6,6,45
Evan_MC_C1_cell453486,53,6,33,-1,20,1,5,105,20,1,5,98,20,1,5,87,53,6,6,45
Evan_MC_C1_cell453738,49,3,6,14,2,15,3,36,1,15,3,52,1,15,3,55,16,3,6,19
Evan_MC_C1_cell453775,79,9,2,60,18,24,4,90,17,4,4,81,17,4,4,67,51,9,2,46
Evan_MC_C1_cell454017,79,11,2,55,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_C1_cell454109,78,31,18,-1,12,14,1,-1,1,14,1,3,1,14,1,5,4,31,18,-1
Evan_MC_C1_cell454240,9,27,1,-1,53,9,6,-1,53,9,6,-1,53,9,6,-1,4,14,1,4
Evan_MC_C1_cell454324,69,32,19,-1,53,12,7,-1,53,12,7,-1,53,12,7,-1,50,32,19,-1
Evan_MC_C1_cell454374,49,19,6,2,31,3,7,1,31,3,7,1,31,3,7,2,16,6,6,45
Evan_MC_C1_cell454551,24,17,5,85,49,19,32,-1,49,19,32,-1,49,6,32,-1,20,1,5,20
Evan_MC_C1_cell454556,49,26,7,-1,73,13,8,64,73,13,8,63,73,13,8,53,16,15,7,-1
Evan_MC_C1_cell454937,31,3,7,1,31,17,7,1,31,17,7,1,31,17,7,2,10,3,7,1
Evan_MC_C1_cell455156,18,24,4,67,31,3,7,1,31,3,7,1,31,3,7,2,17,4,4,53
Evan_MC_C1_cell455572,12,15,3,142,52,7,14,52,52,7,14,51,52,7,14,47,1,15,3,50
Evan_MC_C1_cell455687,49,3,6,14,68,31,13,15,68,31,13,11,68,31,13,12,16,3,6,19
Evan_MC_C1_cell455855,20,1,5,13,78,27,1,4,78,14,1,3,4,14,1,5,20,1,5,20
Evan_MC_C1_cell455873,25,24,4,67,49,12,29,-1,49,12,29,-1,49,12,29,-1,20,4,4,53
Evan_MC_C1_cell455935,79,34,2,60,71,36,24,-1,71,36,24,-1,71,36,24,-1,51,9,2,46
Evan_MC_C1_cell455938,62,8,10,15,79,9,2,34,79,9,2,33,79,9,2,38,39,8,10,52
Evan_MC_C1_cell456290,68,31,13,19,12,15,3,36,1,15,3,52,1,15,3,55,68,31,13,11
Evan_MC_C1_cell456412,49,19,6,2,79,9,2,34,79,9,2,33,79,9,2,38,16,6,6,45
Evan_MC_C1_cell456492,5,35,1,10,49,32,22,-1,49,32,22,-1,49,32,22,-1,4,14,1,4
Evan_MC_C1_cell456524,49,13,6,2,31,3,7,1,31,3,7,1,31,3,7,2,16,13,6,-1
Evan_MC_C1_cell456644,49,13,22,-1,72,36,28,-1,72,36,28,-1,72,36,28,-1,16,13,22,-1
Evan_MC_C1_cell457231,25,17,5,-1,63,22,12,17,63,22,12,18,63,22,12,19,20,1,5,20
Evan_MC_C1_cell457515,79,34,2,60,75,25,16,-1,75,25,16,-1,75,25,16,-1,51,9,2,46
Evan_MC_C1_cell457538,49,6,6,-1,62,8,10,12,62,8,10,7,39,8,10,13,16,6,6,45
Evan_MC_C1_cell457579,14,20,1,16,49,6,6,2,49,6,6,2,49,6,6,1,4,14,1,4
Evan_MC_C1_cell457705,75,13,8,-1,65,12,20,-1,65,12,20,-1,65,12,20,-1,75,13,8,-1
Evan_MC_C1_cell458040,19,4,4,108,49,7,14,52,49,7,14,51,49,7,14,47,17,4,4,53
Evan_MC_C1_cell458150,39,8,10,15,31,3,7,1,31,3,7,1,31,3,7,2,39,8,10,52
Evan_MC_C1_cell458541,24,17,5,85,12,15,3,36,1,15,3,52,1,15,3,55,20,1,5,20
Evan_MC_C1_cell458577,14,23,30,-1,12,15,3,36,1,15,3,52,1,15,3,55,4,23,30,-1
Evan_MC_C1_cell458662,72,36,28,-1,31,3,7,1,31,3,7,1,31,3,7,2,72,36,21,-1
Evan_MC_C1_cell458689,31,3,7,1,58,18,11,-1,58,18,11,-1,58,18,11,-1,10,3,7,1
Evan_MC_C1_cell459052,69,32,19,-1,40,6,10,-1,40,6,10,-1,39,6,10,-1,50,32,19,-1
Evan_MC_C1_cell459314,49,3,7,14,79,9,2,34,79,9,2,33,79,9,2,38,16,3,7,19
Evan_MC_C1_cell459318,15,31,13,19,24,17,5,9,24,17,5,9,24,17,5,10,15,31,13,11
Evan_MC_C1_cell459387,12,26,3,142,79,9,34,34,79,9,34,33,79,9,34,38,1,15,3,50
Evan_MC_C1_cell459476,64,29,17,-1,25,17,5,9,25,17,5,9,25,17,5,10,64,29,17,-1
Evan_MC_C1_cell459534,58,18,11,-1,64,29,17,-1,64,29,17,-1,64,29,17,-1,21,16,11,14
Evan_MC_C1_cell459696,71,36,24,-1,4,20,1,-1,4,14,1,3,4,14,1,5,71,36,24,-1
Evan_MC_C1_cell459769,49,19,25,-1,69,32,19,-1,69,32,19,-1,69,32,19,-1,16,6,6,45
Evan_MC_C1_cell459961,49,19,6,2,4,14,1,-1,4,14,1,3,4,14,1,5,16,6,6,45
Evan_MC_C1_cell460010,79,11,2,55,26,28,4,-1,17,4,4,81,17,4,4,67,51,9,2,46
Evan_MC_C1_cell460067,78,27,1,27,49,3,6,2,49,3,6,2,49,3,6,1,4,14,1,4
Evan_MC_C1_cell460174,49,19,26,-1,73,13,8,64,73,13,8,63,73,13,8,53,16,6,6,45
Evan_MC_C1_cell460222,58,16,11,4,79,27,1,4,79,14,1,3,79,14,1,5,21,16,11,14
Evan_MC_C1_cell460475,79,11,2,55,75,13,8,64,75,13,8,63,75,13,8,53,51,9,2,46
Evan_MC_C1_cell460543,19,24,4,108,31,25,16,-1,31,25,16,-1,31,25,16,-1,17,4,4,53
Evan_MC_C1_cell460980,68,31,13,19,12,15,3,36,1,15,3,52,1,15,3,55,68,31,13,11
Evan_MC_C1_cell461014,31,3,7,1,79,9,2,34,79,9,2,33,79,9,2,38,10,3,7,1
Evan_MC_C1_cell461017,78,5,31,-1,79,9,2,34,79,9,2,33,79,9,2,38,4,5,31,-1
Evan_MC_C1_cell461072,58,16,11,4,79,9,2,34,79,9,2,33,79,9,2,38,21,16,11,14
Evan_MC_C1_cell461173,20,17,5,-1,79,9,2,34,79,9,2,33,79,9,2,38,20,1,5,20
Evan_MC_C1_cell461490,25,17,5,-1,19,28,4,107,17,4,4,81,17,4,4,67,20,1,5,20
Evan_MC_C1_cell461662,49,3,7,14,14,23,30,-1,14,23,30,-1,4,23,30,-1,16,3,7,19
Evan_MC_C1_cell461680,62,8,10,15,78,27,1,4,78,14,1,3,4,14,1,5,39,8,10,52
Evan_MC_C1_cell461682,62,8,10,15,31,6,26,-1,31,6,26,-1,31,6,6,-1,39,8,10,52
Evan_MC_C1_cell462010,2,15,3,-1,49,3,7,-1,49,3,7,-1,49,3,7,-1,1,15,3,50
Evan_MC_C1_cell462450,12,26,3,142,5,35,1,57,5,14,1,3,4,14,1,5,1,15,3,50
Evan_MC_C1_cell462491,73,13,8,54,54,18,11,-1,54,18,11,-1,54,18,11,-1,73,13,8,30
Evan_MC_C1_cell462509,75,25,16,-1,49,19,6,2,49,19,6,2,49,6,6,1,75,25,16,-1
Evan_MC_C1_cell462601,62,8,10,15,49,36,28,-1,49,36,28,-1,49,36,28,-1,39,8,10,52
Evan_MC_C1_cell462665,75,13,8,-1,53,21,9,-1,53,21,9,-1,53,21,9,-1,75,13,8,-1
Evan_MC_C1_cell462819,12,26,3,142,68,31,13,15,68,31,13,11,68,31,13,12,1,15,3,50
Evan_MC_C1_cell462823,79,11,2,55,49,19,6,2,49,19,6,2,49,6,6,1,51,9,2,46
Evan_MC_C1_cell462966,49,32,6,2,21,16,11,5,21,16,11,6,21,16,11,4,16,32,6,-1
Evan_MC_C1_cell463098,79,34,2,60,49,36,24,-1,49,36,24,-1,49,36,24,-1,51,9,2,46
Evan_MC_C1_cell463424,80,27,1,-1,49,10,6,2,49,10,6,2,49,6,6,1,51,14,1,-1
Evan_MC_C1_cell463431,6,20,18,-1,18,24,4,90,17,4,4,81,17,4,4,67,4,14,18,4
Evan_MC_C1_cell464114,12,15,3,142,73,13,8,64,73,13,8,63,73,13,8,53,1,15,3,50
Evan_MC_C1_cell464611,79,11,2,55,32,17,5,9,32,17,5,9,32,17,5,10,51,9,2,46
Evan_MC_C1_cell464707,65,12,20,-1,21,16,11,5,21,16,11,6,21,16,11,4,65,12,20,-1
Evan_MC_C1_cell464816,21,16,11,4,31,24,7,1,31,4,7,1,31,4,7,2,21,16,11,14
Evan_MC_C1_cell464913,25,17,5,-1,1,15,3,36,1,15,3,52,1,15,3,55,20,1,5,20
Evan_MC_C1_cell465152,79,9,2,60,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_C1_cell465426,78,17,5,-1,17,18,9,-1,17,18,9,-1,17,18,9,-1,4,1,5,20
Evan_MC_C1_cell465440,70,32,22,-1,63,22,12,17,63,22,12,18,63,22,12,19,68,32,22,-1
Evan_MC_C1_cell465661,49,10,22,-1,49,36,29,-1,49,36,29,-1,49,36,29,-1,16,6,22,-1
Evan_MC_C1_cell465757,49,6,32,-1,53,5,31,-1,53,5,31,-1,53,5,31,-1,16,6,6,45
Evan_MC_C1_cell465777,57,33,15,18,62,8,10,12,62,8,10,7,39,8,10,13,57,33,15,13
Evan_MC_C1_cell465839,73,13,8,54,68,31,13,15,68,31,13,11,68,31,13,12,73,13,8,30
Evan_MC_C1_cell465989,12,15,3,142,49,9,2,-1,49,9,2,-1,49,9,2,-1,1,15,3,50
Evan_MC_C1_cell466063,62,8,10,15,49,8,10,12,49,8,10,7,49,8,10,13,39,8,10,52
Evan_MC_C1_cell466121,49,10,25,-1,52,7,14,52,52,7,14,51,52,7,14,47,16,6,6,45
Evan_MC_C1_cell466136,49,19,6,2,4,27,1,4,4,14,1,3,4,14,1,5,16,6,6,45
Evan_MC_C1_cell466331,73,13,8,54,72,36,21,-1,72,36,21,-1,72,36,21,-1,73,13,8,30
Evan_MC_C1_cell466503,14,23,30,-1,21,16,11,5,21,16,11,6,21,16,11,4,4,23,30,-1
Evan_MC_C1_cell466608,31,16,7,1,31,3,7,1,31,3,7,1,31,3,7,2,10,16,7,1
Evan_MC_C1_cell466781,78,27,5,27,30,17,5,9,30,17,5,9,30,17,5,10,4,14,5,4
Evan_MC_C1_cell466798,49,11,21,-1,14,23,30,-1,14,23,30,-1,4,23,30,-1,16,9,21,-1
Evan_MC_C1_cell466831,12,26,3,142,78,27,1,4,78,14,1,3,4,14,1,5,1,15,3,50
Evan_MC_C1_cell466860,14,23,30,-1,64,29,17,-1,64,29,17,-1,64,29,17,-1,4,23,30,-1
Evan_MC_C1_cell466887,57,33,15,18,24,17,5,9,24,17,5,9,24,17,5,10,57,33,15,13
Evan_MC_C1_cell466935,79,9,2,60,73,10,8,-1,73,10,8,-1,73,6,8,-1,51,9,2,46
Evan_MC_C1_cell467001,75,25,16,-1,57,33,15,16,57,33,15,20,57,33,15,23,75,25,16,-1
Evan_MC_C1_cell467006,49,36,24,-1,73,13,8,64,73,13,8,63,73,13,8,53,16,36,24,-1
Evan_MC_C1_cell467181,53,30,9,9,31,3,7,1,31,3,7,1,31,3,7,2,53,21,9,6
Evan_MC_C1_cell467264,12,26,3,142,79,9,2,34,79,9,2,33,79,9,2,38,1,15,3,50
Evan_MC_C1_cell467325,24,4,4,56,52,7,14,52,52,7,14,51,52,7,14,47,20,4,4,53
Evan_MC_C1_cell467366,53,30,9,9,56,7,14,52,56,7,14,51,56,7,14,47,53,21,9,6
Evan_MC_C1_cell467562,49,10,26,-1,19,28,4,107,17,4,4,81,17,4,4,67,16,6,6,45
Evan_MC_C1_cell467604,12,26,3,142,78,17,1,-1,78,17,1,-1,4,17,1,-1,1,15,3,50
Evan_MC_C1_cell467833,58,16,11,4,64,29,17,-1,64,29,17,-1,64,29,17,-1,21,16,11,14
Evan_MC_C1_cell467895,4,18,11,-1,65,29,17,-1,65,29,17,-1,65,29,17,-1,4,16,11,14
Evan_MC_C1_cell467959,5,20,1,16,12,15,3,36,1,15,3,52,1,15,3,55,4,14,1,4
Evan_MC_C1_cell468010,31,3,7,1,20,1,5,105,20,1,5,98,20,1,5,87,10,3,7,1
Evan_MC_C1_cell468081,12,26,3,142,57,30,9,11,57,30,9,17,57,30,9,18,1,15,3,50
Evan_MC_C1_cell468124,49,19,32,-1,79,9,2,34,79,9,2,33,79,9,2,38,16,6,6,45
Evan_MC_C1_cell468141,14,14,1,24,18,24,4,90,17,4,4,81,17,4,4,67,4,14,1,4
Evan_MC_C1_cell468471,49,6,6,-1,5,20,1,57,5,14,1,3,4,14,1,5,16,6,6,45
Evan_MC_C1_cell468684,79,9,2,60,79,9,23,34,79,9,23,33,79,9,2,38,51,9,2,46
Evan_MC_C1_cell468893,62,8,10,15,68,31,13,15,68,31,13,11,68,31,13,12,39,8,10,52
Evan_MC_C1_cell468959,62,8,10,15,5,14,1,57,5,14,1,3,4,14,1,5,39,8,10,52
Evan_MC_C1_cell469135,65,7,10,-1,49,6,6,2,49,6,6,2,49,6,6,1,65,7,10,-1
Evan_MC_C1_cell469366,49,3,24,14,39,19,10,-1,39,19,10,-1,39,6,10,-1,16,3,24,19
Evan_MC_C1_cell469398,4,27,1,-1,44,3,10,-1,44,3,10,-1,44,3,10,-1,4,14,1,4
Evan_MC_C1_cell469492,75,25,16,-1,64,29,17,-1,64,29,17,-1,64,29,17,-1,75,25,16,-1
Evan_MC_C1_cell469684,19,28,4,108,49,19,6,2,49,19,6,2,49,6,6,1,17,4,4,53
Evan_MC_C1_cell470101,79,9,2,60,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_C1_cell470221,78,27,1,27,65,8,10,12,65,8,10,7,65,8,10,13,4,14,1,4
Evan_MC_C1_cell470403,49,10,33,-1,8,27,1,4,8,14,1,3,4,14,1,5,16,6,6,45
Evan_MC_C1_cell470750,52,7,14,52,58,16,11,5,58,16,11,6,58,16,11,4,52,7,14,40
Evan_MC_C1_cell471303,79,9,2,60,24,4,4,72,24,4,4,-1,24,4,4,-1,51,9,2,46
Evan_MC_C1_cell471347,80,11,2,55,12,15,3,36,1,15,3,52,1,15,3,55,51,9,2,46
Evan_MC_C1_cell471384,5,14,1,24,54,30,9,32,54,30,9,31,54,30,9,28,4,14,1,4
Evan_MC_C1_cell471389,6,14,1,24,54,27,9,-1,54,14,9,-1,54,14,9,-1,4,14,1,4
Evan_MC_C1_cell471446,12,26,3,142,53,30,9,11,53,30,9,17,53,30,9,18,1,15,3,50
Evan_MC_C1_cell471479,49,19,6,2,31,3,7,1,31,3,7,1,31,3,7,2,16,6,6,45
Evan_MC_C1_cell471501,53,19,6,-1,20,1,5,105,20,1,5,98,20,1,5,87,53,6,6,45
Evan_MC_C1_cell471518,49,3,7,14,75,25,16,-1,75,25,16,-1,75,25,16,-1,16,3,7,19
Evan_MC_C1_cell471612,58,18,11,-1,12,15,3,36,1,15,3,52,1,15,3,55,21,16,11,14
Evan_MC_C1_cell471751,79,34,2,60,24,17,5,9,24,17,5,9,24,17,5,10,51,9,2,46
Evan_MC_C1_cell472251,80,27,1,-1,49,13,6,2,49,13,6,2,49,13,6,1,51,14,1,-1
Evan_MC_C1_cell472478,24,17,5,85,53,30,9,11,53,30,9,17,53,30,9,18,20,1,5,20
Evan_MC_C1_cell472531,2,15,3,-1,49,36,22,-1,49,36,22,-1,49,36,22,-1,1,15,3,50
Evan_MC_C1_cell472591,24,17,5,85,18,2,4,90,17,2,4,81,17,2,4,67,20,1,5,20
Evan_MC_C1_cell472722,79,34,2,60,31,22,7,1,31,22,7,1,31,22,7,2,51,9,2,46
Evan_MC_C1_cell473323,25,24,4,67,54,18,11,-1,54,18,11,-1,54,18,11,-1,20,4,4,53
Evan_MC_C1_cell473418,58,16,11,4,1,15,3,36,1,15,3,52,1,15,3,55,21,16,11,14
Evan_MC_C1_cell473671,73,13,8,54,49,30,7,-1,49,30,7,-1,49,30,7,-1,73,13,8,30
Evan_MC_C1_cell473824,75,25,16,-1,49,6,6,2,49,6,6,2,49,6,6,1,75,25,16,-1
Evan_MC_C1_cell474053,79,11,2,55,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_C1_cell474067,19,24,4,108,40,8,10,12,40,8,10,7,39,8,10,13,17,4,4,53
Evan_MC_C1_cell474642,49,10,22,-1,65,12,20,-1,65,12,20,-1,65,12,20,-1,16,6,22,-1
Evan_MC_C1_cell474738,49,3,6,14,17,4,4,72,17,4,4,81,17,4,4,67,16,3,6,19
Evan_MC_C1_cell474862,12,15,3,142,12,15,3,36,1,15,3,52,1,15,3,55,1,15,3,50
Evan_MC_C1_cell475051,12,26,3,142,19,4,4,107,17,4,4,81,17,4,4,67,1,15,3,50
Evan_MC_C1_cell475216,49,19,6,2,18,24,4,90,17,4,4,81,17,4,4,67,16,6,6,45
Evan_MC_C1_cell475311,53,30,9,9,73,13,8,64,73,13,8,63,73,13,8,53,53,21,9,6
Evan_MC_C1_cell475388,20,1,5,13,58,16,11,5,58,16,11,6,58,16,11,4,20,1,5,20
Evan_MC_C1_cell475427,65,8,10,15,53,30,9,11,53,30,9,17,53,30,9,18,65,8,10,-1
Evan_MC_C1_cell475562,12,15,3,142,18,2,27,-1,17,2,27,-1,17,2,27,-1,1,15,3,50
Evan_MC_C1_cell475808,24,4,7,-1,6,14,1,73,5,14,1,3,4,14,1,5,20,4,7,-1
Evan_MC_C1_cell476069,66,22,12,20,18,24,4,90,17,4,4,81,17,4,4,67,63,22,12,17
Evan_MC_C1_cell476104,80,9,2,-1,21,16,11,5,21,16,11,6,21,16,11,4,51,9,2,46
Evan_MC_C1_cell476280,31,3,7,1,24,17,5,9,24,17,5,9,24,17,5,10,10,3,7,1
Evan_MC_C1_cell476336,18,24,4,67,53,30,9,11,53,30,9,17,53,30,9,18,17,4,4,53
Evan_MC_C1_cell476382,78,27,1,27,54,30,9,32,54,30,9,31,54,30,9,28,4,14,1,4
